,mouse,treatment,vessel,age,pulse_freq,diam_mean,pressure_d,pressure_s,speed,flux,diam_mean_before_stim,diam_max_after_stim,diam_min_after_stim,power_diam_h1,power_diam_h2,power_diam_h3,power_center_h1,power_center_h2,power_center_h3
386,290920,hyper2,bulb,adult,,,80.74101836538463,94.68485824137933,3.986534874895301,,,,,,,,,,
387,290920,hyper2,cap1,adult,6.958480994253558,9.744145251396649,77.44972413207549,,,,,,,344.51125691427376,10.846202486929288,,10.161212561917296,2.1890159754355376,
388,230920,baseline,pen_art,adult,7.264533185159261,10.93071944444445,46.22389190277779,,,,,,,410.54917401190136,0.4974337490948049,,563.5905063698164,35.038008372649365,
389,230920,baseline,sphincter,adult,,,46.15581952307693,46.15828822784809,4.419136308965118,210.7467995595237,,,,,,,,,
390,230920,baseline,bulb,adult,7.263935773798499,8.56185359116022,46.31037454166665,46.30468479310345,0.8645280878367883,,,,,455.1624803229871,28.709811298532667,,433.6985719246101,30.08562228393487,
391,230920,baseline,cap1,adult,7.261872667848007,5.612264044943821,46.30516804615384,46.30468479310345,2.04847696850649,,,,,11.043665422430305,0.8538143894752046,,592.4106430661384,45.77647475501811,
392,230920,baseline,cap2,adult,7.230292561257407,4.979733333333334,46.473232399999986,,,114.96338437849444,,,,73.14380397898974,0.1011752441543368,,14.582737289846257,3.6571171572525936,
393,230920,baseline,cap3,adult,,,46.363863646153845,,,33.960259788961004,,,,,,,,,
394,230920,baseline,cap4,adult,,,46.67086718461538,,,30.461713691477883,,,,,,,,,
395,230920,baseline,cap5,adult,7.352191195791189,5.457260726072607,46.334408276923064,,,25.469059977516075,,,,5.86593288121421,3.69035957582933,,492.719309033054,21.07885747567287,
396,230920,hyper,pen_art,adult,,,,,,,,,,,,,,,
397,230920,hyper,sphincter,adult,,,,,,,,,,,,,,,
398,230920,hyper,bulb,adult,,,,,,,,,,,,,,,
399,230920,hyper,cap1,adult,,,,,,,,,,,,,,,
400,230920,after_hyper,pen_art,adult,,,,,,,,,,,,,,,
401,230920,after_hyper,sphincter,adult,,,,,,,,,,,,,,,
402,230920,after_hyper,bulb,adult,,,,,,,,,,,,,,,
403,230920,after_hyper,cap1,adult,,,,,,,,,,,,,,,
404,230920,after_hyper,cap2,adult,,,,,,,,,,,,,,,
405,230920,after_hyper,cap3,adult,,,,,,,,,,,,,,,
406,230920,after_hyper,cap4,adult,,,,,,,,,,,,,,,
407,230920,after_hyper,cap5,adult,,,,,,,,,,,,,,,
408,230920,after_ablation,pen_art,adult,,,,,,,,,,,,,,,
409,230920,after_ablation,sphincter,adult,,,,,,,,,,,,,,,
410,230920,after_ablation,bulb,adult,,,,,,,,,,,,,,,
411,230920,after_ablation,cap1,adult,,,,,,,,,,,,,,,
412,230920,after_ablation,cap2,adult,,,,,,,,,,,,,,,
413,230920,after_ablation,cap3,adult,,,,,,,,,,,,,,,
414,230920,after_ablation,cap4,adult,,,,,,,,,,,,,,,
415,230920,after_ablation,cap5,adult,,,,,,,,,,,,,,,
416,230920,hyper2,pen_art,adult,,,,,,,,,,,,,,,
417,230920,hyper2,sphincter,adult,,,,,,,,,,,,,,,
418,230920,hyper2,bulb,adult,,,,,,,,,,,,,,,
419,230920,hyper2,cap1,adult,,,,,,,,,,,,,,,
420,300920,baseline,pen_art,adult,,,52.566685068181826,,,,9.682256691695786,10.2707576407389,9.36542447235808,,,,,,
421,300920,baseline,sphincter,adult,,,53.06395221951221,52.231089045454546,0.4740019458312107,225.22800628103317,2.228064179796968,2.65333333333333,1.4173631265103546,,,,,,
422,300920,baseline,bulb,adult,4.495484684538098,6.241927631578947,53.4878174,52.231089045454546,0.42178039044719595,,4.9178805745264444,5.094727380196349,4.776,1271.5901229257404,139.61549364183972,15.119290695809193,367.1028565833701,41.03324768930174,9.672391305719094
423,300920,baseline,cap1,adult,4.52351002055144,4.251863333333334,55.1309733902439,,,,3.368317290405568,3.781,3.383,245.60067137726494,22.480656517551395,2.679364478369818,455.46473057886726,54.39119422003342,9.763696093467274
424,300920,baseline,cap2,adult,4.527393426793649,4.884915032679739,55.48594328260871,,,85.2191045000001,4.745187166951534,4.975,4.70966666666667,216.28928820786288,13.611404632103268,5.687997054606559,88.26926130964061,13.809324141497742,2.8348582031705534
425,300920,baseline,cap3,adult,4.526479239629079,6.630290849673203,51.353346933333334,,,31.551647051578918,,,,130.98158578694427,12.690830214372646,3.6964682432420126,39.040060018752285,4.959849214515226,3.38847285054426
426,300920,baseline,cap4,adult,4.494831020587454,6.451986754966887,51.13518855555556,,,27.968908452431293,,,,259.6945747523205,18.350437357282058,53.3106803860964,25.90493466772954,3.4018137600208287,3.668435761061905
427,300920,baseline,cap5,adult,,,51.25333186363636,,,,,,,,,,,,
428,300920,hyper,pen_art,adult,,,77.04093911320754,,,,,,,,,,,,
429,300920,hyper,sphincter,adult,,,73.83927531914894,82.6798887826087,6.0565841680075625,355.57894884623016,,,,,,,,,
430,300920,hyper,bulb,adult,5.490107318882147,5.423316804407714,71.21512027777777,82.6798887826087,,,,,,462.21810134841445,50.610803891875435,4.496146141198169,44.437159346893935,6.719979740259923,0.7249855401033852
431,300920,hyper,cap1,adult,,,69.20125284745762,,,,,,,,,,,,
432,300920,after_hyper,pen_art,adult,,,49.55209049999999,,,,8.95693226660793,10.0163333333333,9.316605760692354,,,,,,
433,300920,after_hyper,sphincter,adult,,,49.919022095238105,49.0599234347826,0.44219825059857326,1540.8610433181373,1.729680898836068,2.7121818931602446,1.8336064754866805,,,,,,
434,300920,after_hyper,bulb,adult,4.662501664612741,5.622126543209877,50.58598508510638,,,,3.9413083902459998,4.686454622932251,4.04633333333333,1763.7123370017778,245.8972921790453,25.45661328081082,207.7926942518738,23.18751350562379,6.6670538105954265
435,300920,after_hyper,cap1,adult,4.651103103722938,5.283174311926605,51.877592,,,,3.177240639064933,3.582,3.184,411.6585482950614,38.63538785360191,4.764292698398601,427.59085527717025,45.99663786330005,7.167639442422943
436,300920,after_hyper,cap2,adult,4.619726419983266,5.959935779816514,52.244819777777785,,,59.503617562036055,4.897967917378834,5.152060493592972,4.789575555134009,261.37421057683883,31.570490527667147,6.653340536684806,166.35693271158308,25.002388746558978,4.96131709112991
437,300920,after_hyper,cap3,adult,,,52.67333644444447,,,,,,,,,,,,
438,300920,after_hyper,cap4,adult,,,49.43564597826089,,,,,,,,,,,,
439,300920,after_hyper,cap5,adult,,,48.533061604166676,,,1.3425306990394876,,,,,,,,,
440,300920,after_ablation,pen_art,adult,,,47.31363419230768,,,,,,,,,,,,
441,300920,after_ablation,sphincter,adult,,,47.55537558695652,48.044349340425526,1.016089194841821,179.591466234127,,,,,,,,,
442,300920,after_ablation,bulb,adult,4.656269024506357,7.805704735376046,47.3509705106383,,,,,,,994.3612206827132,150.58929620993902,22.707281433619833,262.6054455114848,33.36739819005162,3.4862965966989212
443,300920,after_ablation,cap1,adult,4.659290948086959,6.257194986072422,47.25118017391304,,,,,,,386.70800578100665,52.97193095142581,13.664685065708412,600.7388674376541,66.20144576700373,13.630175806225568
444,300920,after_ablation,cap2,adult,,,47.111349739130425,,,122.76227918623489,,,,,,,,,
445,300920,after_ablation,cap3,adult,,,47.13872659574468,,,64.56303455144857,,,,,,,,,
446,300920,after_ablation,cap4,adult,,,47.270177195652174,,,104.24962242915001,,,,,,,,,
447,300920,after_ablation,cap5,adult,,,47.21879836170213,,,,,,,,,,,,
448,300920,hyper2,pen_art,adult,,,,,,,,,,,,,,,
449,300920,hyper2,sphincter,adult,,,,65.78396329629629,3.5729434086720877,931.690961066403,,,,,,,,,
450,300920,hyper2,bulb,adult,,,,,,,,,,,,,,,
451,300920,hyper2,cap1,adult,,,,,,,,,,,,,,,
452,210920,baseline,pen_art,adult,5.54603175153445,12.17752793296089,53.1600164107143,,,,8.07663648224242,10.4806666666667,6.912705128603418,1135.381944140253,121.46048634151546,35.12102412665176,721.2379610651918,84.79963687881704,20.663208225547468
453,210920,baseline,sphincter,adult,,,53.37360226530614,53.04217438888889,6.103060323574831,373.4862237599208,3.317945203264177,3.84733333333333,2.752847604661786,,,,,,
454,210920,baseline,bulb,adult,5.545789722505602,8.077349030470913,53.3829014,53.04217438888889,1.656062684253852,,7.957216954013603,7.96,7.761,71.38963974118376,10.008986082809066,2.335774805089269,981.4881279516011,132.07822624738023,24.09448433971953
455,210920,baseline,cap1,adult,5.541978970463634,6.950573033707865,53.424457020408155,,,,5.572000000000002,5.893974504143755,5.514008092083863,161.1463124156455,10.22088858196712,2.3753761168097207,595.1603392909983,82.06709277659668,17.866767215748318
456,210920,baseline,cap2,adult,5.55801822579081,4.937318559556787,51.70452721999999,,,139.43437237566695,4.158743859323666,4.378,3.781,123.07896135231388,12.320891570418548,1.4292889809785816,372.2255102271845,46.49507352029234,7.457481376756217
457,210920,baseline,cap3,adult,5.566784795402847,6.061064245810056,51.76727914285715,,,88.06711170413591,,,,55.43630930536286,1.9106196258536423,10.428981896978726,859.2914356183448,107.62420124358725,13.965873013471297
458,210920,baseline,cap4,adult,5.549904737852168,4.036983193277312,51.73202662000001,,,85.44740142473114,,,,51.89299495019522,15.700571143266995,1.0106206792860981,695.8661892853108,73.91719290648486,5.754705592338202
459,210920,baseline,cap5,adult,5.556618926136784,4.687924471299094,51.85496206,,,69.26609042582707,,,,71.24694656008683,2.4686299240374234,0.2991013759936612,893.5694262944904,108.55760047352639,18.921918494911065
460,210920,hyper,pen_art,adult,7.014363002185952,18.14492777777778,93.75734490277785,,,,,,,415.1354441633574,20.798489258795666,,90.77270000994545,5.81950177746179,
461,210920,hyper,sphincter,adult,,,92.21034853125,97.32440779710143,17.733913876628776,862.7932821716278,,,,,,,,,
462,210920,hyper,bulb,adult,7.142375883344911,8.931426592797784,90.31095626760562,97.32440779710143,5.61888820728767,,,,,736.2818134119701,31.384922534023744,,266.57673673136895,19.268911039619326,
463,210920,hyper,cap1,adult,7.20381624453247,7.475393351800554,89.39099985937499,,,,,,,254.34762954831837,5.317605139750838,,70.26539736147087,9.553411416932075,
464,210920,after_hyper,pen_art,adult,5.825859063447716,17.28693636363636,47.05723089655172,,,,12.346452773361529,13.129939478914944,11.417454375503427,830.8880498311927,41.05541516137908,,1152.0804492702466,108.1704589721686,
465,210920,after_hyper,sphincter,adult,,,45.67608984615385,46.71923582758621,6.921365869269395,445.3250964990071,4.4858449156696345,4.638515089033128,3.6498487797636137,,,,,,
466,210920,after_hyper,bulb,adult,5.789091904638428,8.58258734939759,45.9813684423077,46.71923582758621,2.1135326800754015,,5.160600705220602,5.740181728207711,4.767485598269095,397.46431792842617,61.36639038954284,,1779.9177561545312,263.91472744813325,
467,210920,after_hyper,cap1,adult,5.76165928453457,7.411677710843373,46.6385981372549,,,,7.78819429839946,7.96,7.046545789449078,318.63646440979545,35.05164762829086,3.969796647993633,993.6136052202595,130.62981185582362,27.552478755393068
468,210920,after_hyper,cap2,adult,5.74507266510211,5.73541768292683,47.009727132075476,,,142.45486803368425,5.2055365399782705,5.361333250857068,4.378,143.9496068164285,18.2383720212722,4.677721122441472,649.7924586416076,62.987542610997124,8.67906585950577
469,210920,after_hyper,cap3,adult,5.763603096343124,6.650348348348348,47.274185862745114,,,121.29674302842119,,,,142.28631865148714,11.553422737850275,0.6577870622179572,1611.8441631633698,171.38481543960077,17.51152616725209
470,210920,after_hyper,cap4,adult,5.772557806564348,4.478442771084337,47.71750866666666,,,117.9635949625268,,,,236.85998638572508,55.8492285139485,9.947346029571282,1410.816321187435,178.36877685028807,29.28139528796305
471,210920,after_hyper,cap5,adult,5.78999755824581,4.351519637462236,48.10309682692306,,,52.314699868308296,,,,131.51904124908557,9.698995877068574,3.8205597050801745,848.8058017782471,88.20696587711912,24.38003814335976
472,210920,after_ablation,pen_art,adult,6.172009727258746,17.36306094182826,44.73504378688525,,,,13.68462389576811,14.129,12.408515308969811,2351.633388332408,232.70814308087583,,1793.0103701569863,174.8012783910984,
473,210920,after_ablation,sphincter,adult,,,45.11776072727272,45.63537893548387,7.174449959153207,471.1827139414686,4.878778967161023,4.960666721650845,4.371909218372411,,,,,,
474,210920,after_ablation,bulb,adult,6.20246556600322,8.923160664819944,45.27508005263157,45.63537893548387,2.552367298141318,,9.549142599849247,9.552,9.238727132767549,581.4280866186878,40.11401788295367,,2656.9891473448474,327.33759244084337,
475,210920,after_ablation,cap1,adult,6.219694637019895,7.287044444444446,45.473242654545444,,,,7.041830656008146,7.03133333333333,6.783242716658288,419.53222993827046,44.916674382716344,,1097.8725250771597,118.63532600308567,
476,210920,after_ablation,cap2,adult,6.242614242680593,5.862551246537397,45.53028560344829,,,136.39631909619428,5.373,5.43933333333333,5.30666666666667,172.8950288411734,12.067897544793022,2.6351621229645352,744.0501468700573,79.01495393757715,9.56931942824911
477,210920,after_ablation,cap3,adult,6.25995483779915,5.958633333333334,43.73994821428573,,,137.14314984460873,,,,55.82247826621213,19.852285973497192,1.6185682743521534,2107.665418449323,242.1165351263769,32.93959097905798
478,210920,after_ablation,cap4,adult,6.259059232133278,4.590697222222222,44.43525839655171,,,107.43271866236566,,,,223.6831074695684,23.139803624085634,6.906850147156299,1320.2684296044138,134.52524758262197,22.183876292731497
479,210920,after_ablation,cap5,adult,6.281069895753149,5.386283333333334,44.897085125,,,61.34063324708377,,,,24.64835829001374,25.623683409428253,5.925682948251359,1729.384359203431,193.35572373873362,30.575749938237056
480,210920,hyper2,pen_art,adult,,,,,,,,,,,,,,,
481,210920,hyper2,sphincter,adult,,,,,,,,,,,,,,,
482,210920,hyper2,bulb,adult,,,,,,,,,,,,,,,
483,210920,hyper2,cap1,adult,,,,,,,,,,,,,,,
484,90321,baseline,pen_art,adult,,,61.70561704651163,,,,20.30237751463506,23.17,20.080666666666666,,,,,,
485,90321,baseline,sphincter,adult,,,61.75796848837211,,,,5.116019919778581,6.620000000000001,5.296,,,,,,
486,90321,baseline,bulb,adult,4.325185406160624,11.18121628498728,61.90800142105263,,,,9.689698930491303,10.592,9.268,2510.6337942697933,333.680518914809,62.970747575674174,804.7982713314009,68.16915961999817,3.419916555160571
487,90321,baseline,cap1,adult,4.349622894927161,10.29254887218045,61.890523302325576,,,,5.998686586445247,7.282,5.958,1065.6021578317238,143.5917351983348,1.8336676189483554,105.75902465958563,6.515473395405571,0.34381333772006767
488,90321,baseline,cap2,adult,4.353816796629299,6.68592443324937,61.496418045454554,,,,6.3119716237948325,7.282,5.627000000000001,1362.2455712666554,131.82804076160556,51.88421509541489,122.2904973802867,0.5580499762533817,2.5224594937850298
489,90321,baseline,cap3,adult,4.365336492386326,6.74729,61.49069827272728,,,,,,,597.7325043914941,97.53279099081401,1.6710331037296504,928.0829627524179,83.0572945985772,14.089641033905878
490,90321,baseline,cap4,adult,4.346314136523927,4.232353535353536,60.98551552631578,,,,,,,532.5381064350605,74.71276892717691,0.3868855508493019,882.2203834380307,92.39027989237938,11.391520595311777
491,90321,baseline,cap5,adult,4.332683349582927,4.569935,61.094162953488365,,,,,,,234.02093204762696,8.754252823465828,7.256442952372481,234.35651551441393,8.776475353165592,0.44629386058661114
492,90321,hyper,pen_art,adult,,,,,,,,,,,,,,,
493,90321,hyper,sphincter,adult,,,,,,,,,,,,,,,
494,90321,hyper,bulb,adult,,,,,,,,,,,,,,,
495,90321,hyper,cap1,adult,,,,,,,,,,,,,,,
496,90321,after_hyper,pen_art,adult,,,58.31861693023257,,,,20.473186077991354,21.625333333333334,19.86,,,,,,
497,90321,after_hyper,sphincter,adult,,,59.87080938095239,,,,6.297421268396104,6.289000000000001,6.222149962598589,,,,,,
498,90321,after_hyper,bulb,adult,4.828036892072852,11.91682262996942,58.11121083720933,,,,10.872050313338784,10.923,10.592,4760.741873980635,608.5658916742736,74.45650119410608,521.6052860932367,44.290963683832985,8.394980644944098
499,90321,after_hyper,cap1,adult,4.833756929496708,9.520525423728815,58.229312790697676,,,,7.705039319399172,8.606000000000002,7.395266796780554,3934.2299504750226,542.1156315333943,84.30257459436203,216.14110702825818,47.89398136915578,11.693425104878507
500,90321,after_hyper,cap2,adult,4.837844219359796,7.314613981762919,57.98503409302326,,,,6.857406857291423,7.282,6.408248515018171,1342.3905653751801,191.41379951426717,7.072221236760405,115.85809554315814,0.8385156802731751,1.6926946980629494
501,90321,after_hyper,cap3,adult,4.834597416261557,7.184198776758409,57.90234883720929,,,,,,,1692.0164421092616,134.82012961244573,31.90069113875689,1616.4928013478043,144.89418632178803,14.556809211808282
502,90321,after_hyper,cap4,adult,4.834597416261557,7.389238532110092,57.821252651162794,,,,,,,138.21312032619946,22.54804311131475,2.153193691787744,2258.5113823629354,201.96789815803976,24.371423475762274
503,90321,after_hyper,cap5,adult,,,57.48539732558138,,,,,,,,,,,,
504,90321,after_ablation,pen_art,adult,,,54.197035771929826,,,,18.85997268985473,19.529,18.536,,,,,,
505,90321,after_ablation,sphincter,adult,,,54.445423319148944,,,,5.5899323769559635,6.2544318857529095,5.737333333333334,,,,,,
506,90321,after_ablation,bulb,adult,5.194972196929649,12.70881843575419,54.23364101923077,,,,11.174506304858296,11.585,11.254000000000001,4772.762911254669,566.5273646696708,126.55969665176228,624.2818254963686,60.81289591665573,7.113656602005037
507,90321,after_ablation,cap1,adult,5.202898199673638,11.85720775623269,54.06270252941173,,,,8.605999999999998,8.606000000000002,8.606000000000002,5553.999030066891,706.3041386384405,83.19765566951568,37.45470674216885,0.37637962842618267,0.8895190685106742
508,90321,after_ablation,cap2,adult,5.190879385301857,8.927217630853994,54.50710902173914,,,,6.978891856631395,7.282,6.9510000000000005,2123.586015921449,298.97580825551495,26.198880146558633,54.37778376781868,9.152831977175442,6.523893148261379
509,90321,after_ablation,cap3,adult,5.190879385301857,7.337859504132232,54.451332978260886,,,,,,,126.98965389332614,51.060712033503805,9.591754386761398,1014.8808616987208,69.59158745662612,12.333693710993092
510,90321,after_ablation,cap4,adult,5.215576963828711,4.105255555555556,54.599811234042555,,,,,,,366.75208278848413,22.67450106907873,4.451450989517935,1461.1390177998446,147.4935830810249,18.676593696075386
511,90321,after_ablation,cap5,adult,,,54.35976610638297,,,,,,,,,,,,
512,90321,hyper2,pen_art,adult,,,,,,,,,,,,,,,
513,90321,hyper2,sphincter,adult,,,,,,,,,,,,,,,
514,90321,hyper2,bulb,adult,,,,,,,,,,,,,,,
515,90321,hyper2,cap1,adult,,,,,,,,,,,,,,,
516,110321,baseline,pen_art,adult,5.406034457818412,17.87618274111675,75.7372998983051,,,,16.166459598628368,16.5087,15.3153,2557.583015924393,255.10749628289545,25.10882598699063,1120.7975501659337,50.77037250876518,11.036697418158058
517,110321,baseline,sphincter,adult,,,75.9921271851852,,,,4.004457254483108,3.978,3.3219024453313946,,,,,,
518,110321,baseline,bulb,adult,5.385247393719342,7.158817042606517,75.25053750000001,,,,8.864807645173983,9.061557811006802,8.5527,579.7700106755666,133.42321840336837,22.79696496908301,27.82856599379531,10.037189755808285,1.10659125164894
519,110321,baseline,cap1,adult,,,75.21963278846152,,,,6.758383203103044,7.1532888414188545,6.167834324582601,,,,,,
520,110321,baseline,cap2,adult,5.461566782025449,5.544240506329115,75.52233074545455,,,,,,,396.41170877125177,40.0291373292559,10.883779597025592,647.0055600463704,35.48681349443949,10.099787931681304
521,110321,baseline,cap3,adult,5.526675655723722,5.846418781725888,75.7951605090909,,,,,,,200.5767511237543,21.632593473142286,3.302603126230946,752.6644880696639,26.493941955015828,6.05458696872884
522,110321,baseline,cap4,adult,5.563959016318884,5.470137055837563,75.37023964285711,,,,,,,394.06994542817375,32.53373466270221,4.444093684853886,367.49825741821616,5.835534802622241,1.1278243527572067
523,110321,baseline,cap5,adult,5.645078328467915,4.243212658227848,76.20827732692307,,,,,,,14.937347595005258,5.153948209407312,0.9742638916953212,51.602308379316234,0.2599115885147896,0.7422131724975298
524,110321,hyper,pen_art,adult,,,,,,,,,,,,,,,
525,110321,hyper,sphincter,adult,,,,,,,,,,,,,,,
526,110321,hyper,bulb,adult,,,,,,,,,,,,,,,
527,110321,hyper,cap1,adult,,,,,,,,,,,,,,,
528,110321,after_hyper,pen_art,adult,6.66521442056571,16.08658912386707,89.37953479452055,,,,16.044606138624992,15.912,14.9175,1334.158473062718,69.41201366776839,,697.3489824790888,13.017120570341994,
529,110321,after_hyper,sphincter,adult,,,88.54175686567163,,,,4.013422935521952,3.972562274439261,3.3169343245826015,,,,,,
530,110321,after_hyper,bulb,adult,6.684342696030059,7.677831831831831,89.74760328358211,,,,9.08804882792737,9.2157,8.357251222665697,409.50941274272714,48.12994975837881,,21.745987809632954,0.6843559172484738,
531,110321,after_hyper,cap1,adult,6.719481675026747,7.632503012048192,88.77248410447764,,,,6.299232031030412,6.63,5.5692,204.24806891136575,8.694160305660596,,118.47420892243915,7.2734488659374446,
532,110321,after_hyper,cap2,adult,6.724731473649578,6.855818731117826,88.09953141791043,,,,,,,193.6909888156353,20.22758697380354,,392.90167093116395,12.806521596118912,
533,110321,after_hyper,cap3,adult,6.706738148471999,6.44915015015015,87.89506464179101,,,,,,,76.73967030475207,12.303346966729462,,181.91697415537317,2.3767379302766547,
534,110321,after_hyper,cap4,adult,6.709273214990391,5.840691842900303,88.47623704545455,,,,,,,130.90279953675673,11.425907204886213,,52.872073269810386,4.058518570524661,
535,110321,after_hyper,cap5,adult,6.713673672502879,4.492760606060607,87.95790098305083,,,,,,,36.20764562413373,4.71130301967365,,15.757460468701183,6.726893609445155,
536,110321,after_ablation,pen_art,adult,6.884852994315893,21.98147206703911,87.68812213235294,,,,21.445149609309127,21.671106695148687,20.6856,1122.4955804013862,325.1623190096077,,377.9025193770837,26.12721431225531,
537,110321,after_ablation,sphincter,adult,,,86.39766566129032,,,,5.064832812412165,5.167844420709428,4.67153549384451,,,,,,
538,110321,after_ablation,bulb,adult,6.911853124540203,11.51299162011173,85.96885289855071,,,,11.388003069312495,11.3373,10.948545483163752,151.87650278037117,26.026231919122665,,9.012593765442206,0.2241190956681689,
539,110321,after_ablation,cap1,adult,,,85.57222698360651,,,,9.362322154140198,9.448586716510203,8.7516,,,,,,
540,110321,after_ablation,cap2,adult,6.887416405977206,8.661357340720222,86.08828098360657,,,,,,,140.92866392363058,13.637551322893119,,159.25773007862142,0.6163633852353515,
541,110321,after_ablation,cap3,adult,,,85.99989018032782,,,,,,,,,,,,
542,110321,after_ablation,cap4,adult,,,89.17814154838709,,,,,,,,,,,,
543,110321,after_ablation,cap5,adult,,,89.07956122222222,,,,,,,,,,,,
544,110321,hyper2,pen_art,adult,,,,,,,,,,,,,,,
545,110321,hyper2,sphincter,adult,,,,,,,,,,,,,,,
546,110321,hyper2,bulb,adult,,,,,,,,,,,,,,,
547,110321,hyper2,cap1,adult,,,,,,,,,,,,,,,
548,150321,baseline,pen_art,adult,4.457095096582465,11.020725,63.261729840909105,,,,10.003069419304062,11.4699,9.760270138849858,2119.550263820035,300.83241990744557,154.58922708516357,158.7468418234993,51.78153214206573,8.038044404609753
549,150321,baseline,sphincter,adult,,,63.36826231111112,64.73837949999998,7.752046951319818,642.5658982031714,5.3534266737871725,6.4974,5.1714,,,,,,
550,150321,baseline,bulb,adult,4.461405991139554,8.704027027027028,62.636898227272724,64.73837949999998,3.698529523952261,,8.332823660689193,9.091988948226433,8.2212,1107.0795236482434,119.94979440603815,25.188001364806038,1966.6003691218427,129.08567893771823,8.076628622385932
551,150321,baseline,cap1,adult,4.453341046353149,6.212470588235294,62.34231979545454,63.1539939090909,6.366606418206797,,5.35564732137838,5.879262167631682,5.1714,87.81411227792765,4.245879480716858,1.3627485047606502,41.280317738110654,0.5296684268969201,0.1163764504371852
552,150321,baseline,cap2,adult,4.446219994927574,8.603798488664987,61.634820775000016,64.28257161363638,3.8921322847321878,511.97592369970295,4.717209933104729,4.904474388667153,4.5747,867.2619887665819,111.6425085883861,10.8696287000027,1093.0686609101374,99.2688188007774,7.168378595342226
553,150321,baseline,cap3,adult,4.481189056026871,6.999934210526316,61.980506300000016,62.431970727272734,1.5707658254035892,231.78776388503465,,,,246.92098422434188,35.23169136660182,8.796386880405775,1665.099710513182,77.16854835164365,13.126701429317409
554,150321,baseline,cap4,adult,4.509717124883675,7.039302521008403,61.68762982222222,61.62688374999998,1.5601624988780483,223.48740650941542,,,,615.8796439751063,71.69094563955399,0.9454722767320141,718.4427169880801,38.0943611871001,4.898336897641515
555,150321,baseline,cap5,adult,4.51931675260267,5.786731301939059,62.24175495238095,61.36229245454546,1.2879756304692063,96.04024532423928,,,,301.1734379650851,21.508000734834567,5.199748043002813,39.48896782511055,3.6807651183373125,0.33697901926608964
556,150321,hyper,pen_art,adult,,,,,,,,,,,,,,,
557,150321,hyper,sphincter,adult,,,,113.26773577777773,18.239742334537635,990.9723916679877,,,,,,,,,
558,150321,hyper,bulb,adult,,,,113.26773577777773,8.72824370015697,,,,,,,,,,
559,150321,hyper,cap1,adult,,,,,,,,,,,,,,,
560,150321,after_hyper,pen_art,adult,,,59.074700928571424,,,,9.215386272415538,9.8124,8.5527,,,,,,
561,150321,after_hyper,sphincter,adult,,,60.03931134545455,59.92000592857143,8.371723083979404,603.7301930555,7.15756724380235,7.59929787509135,6.450655686098157,,,,,,
562,150321,after_hyper,bulb,adult,5.557809837997381,9.53048623853211,59.21922145454545,59.92000592857143,4.376143995717967,,9.681596205520265,9.670806695148688,8.7516,1001.5975099184277,79.65396155343403,3.7184723292072683,960.4222822016538,72.44241659003828,4.705759798783138
563,150321,after_hyper,cap1,adult,5.533666125761497,6.638801204819277,59.72910114545454,58.916014454545454,6.0181090360597205,,6.7940183596604635,6.818024548878522,6.178292349204571,303.246588263683,42.800924071956636,1.7452068632853206,97.59672431063697,17.02513478359209,0.3631251819190255
564,150321,after_hyper,cap2,adult,5.528922120821634,7.4929726443769,59.92009643636365,59.89010386363636,4.722760675083479,495.1099645341464,3.780468694136826,3.978,3.8508899038731763,1070.893263608613,80.98223032483823,4.817102703856022,395.5340026090517,42.687033936754574,3.4421263774750024
565,150321,after_hyper,cap3,adult,5.532292196024254,6.367289634146341,60.40518229090908,60.308407318181814,2.1129845558844647,206.31386217073162,,,,1350.2747203957604,106.80649524844841,6.020942396339018,135.45934861161285,9.113089207860801,0.8943581014434551
566,150321,after_hyper,cap4,adult,5.5122734980755,6.232581039755352,60.73470672727272,60.643952818181816,2.3604540434451793,300.24741767804875,,,,719.7012932832729,50.203513089811125,2.3624841923876208,26.528353463972095,13.95145456947735,0.9105162519642266
567,150321,after_hyper,cap5,adult,,,59.52826939999997,,,47.48808244644748,,,,,,,,,
568,150321,after_ablation,pen_art,adult,5.16977429675146,13.31795264623956,50.85498207843137,,,,9.691183203103042,10.3694668446793,9.945,8750.016876966114,461.51867791110413,10.807261743316642,5.591146004102105,39.79610781789335,13.856601174877692
569,150321,after_ablation,sphincter,adult,,,52.21593023076922,52.96108162264151,13.31132107663383,106.6916964614133,6.5545159593006925,6.821788841418854,6.63334686604082,,,,,,
570,150321,after_ablation,bulb,adult,5.113541591472227,9.732805013927576,51.37595141176471,52.96108162264151,5.61525916390172,,8.834241238967904,8.9505,8.619156534937314,701.9733271006766,191.94528640574842,5.955497289117431,1788.027933404395,50.541531111903666,11.853296396537644
571,150321,after_ablation,cap1,adult,5.08709371762369,6.74332122905028,53.10623984000001,54.745504769230784,7.434711601310239,,6.416342745516893,6.9615,6.5637,119.54985185651474,90.86585071468387,13.407499596554043,248.7571797479237,10.603172610052706,3.68188226649256
572,150321,after_ablation,cap2,adult,5.194972196929649,8.747807262569832,52.85906105769232,52.776040867924536,5.479690957735455,521.2682465332015,3.77277633931081,3.956562167631682,3.6573754511214753,953.7576880668495,57.06987169679172,3.5832166030267225,804.4192725464553,48.424048173991,6.697277679678945
